Description_ID,Original_Description,Match_Rank,SKU,Product_Name,Brand,Color,Size,Confidence,Match_Reason,Text_Similarity,Attribute_Score,Extracted_Brand,Extracted_Color,Extracted_Size,Extracted_Subcategory,Extracted_Season
DESC0046,Do you stock Style's polo shirt in that navy blue? I need M.,1,SKU1000176,Style Polo,Style,Navy,M,60.99,Brand: Style | Size: M,64.61,55.56,Style,Blue,M,Shirt,
DESC0046,Do you stock Style's polo shirt in that navy blue? I need M.,2,SKU1000302,Style Polo,Style,Green,XS,46.24,Brand: Style,58.54,27.78,Style,Blue,M,Shirt,
DESC0046,Do you stock Style's polo shirt in that navy blue? I need M.,3,SKU1000230,Style Polo,Style,Brown,XXL,46.06,Brand: Style,58.24,27.78,Style,Blue,M,Shirt,
DESC0047,"I want Urban's sage green bermuda shorts in XS, please.",1,SKU1000458,Urban Shorts,Urban,Burgundy,S,52.64,Brand: Urban | Size: S | Type: Shorts,39.59,72.22,Urban,Green,S,Shorts,
DESC0047,"I want Urban's sage green bermuda shorts in XS, please.",2,SKU1000323,Urban Shorts,Urban,Blue,M,45.63,Brand: Urban | Type: Shorts,46.42,44.44,Urban,Green,S,Shorts,
DESC0047,"I want Urban's sage green bermuda shorts in XS, please.",3,SKU1000348,Urban Shorts,Urban,Beige,XS,45.56,Brand: Urban | Type: Shorts,46.3,44.44,Urban,Green,S,Shorts,
DESC0048,Need Comfort Loafers Tan size M,1,SKU1000678,Comfort Loafers,Comfort,Tan,M,90.2,Brand: Comfort | Color: Tan | Size: M | Type: Loafers,83.67,100.0,Comfort,Tan,M,Loafers,
DESC0048,Need Comfort Loafers Tan size M,2,SKU1000783,Comfort Loafers,Comfort,Cream,M,72.48,Brand: Comfort | Size: M | Type: Loafers,72.65,72.22,Comfort,Tan,M,Loafers,
DESC0048,Need Comfort Loafers Tan size M,3,SKU1000693,Comfort Loafers,Comfort,Brown,L,62.74,Brand: Comfort | Type: Loafers,74.93,44.44,Comfort,Tan,M,Loafers,
DESC0049,"Need navy dress that is stretchy for Winter 2025, size XS.",1,SKU1000627,Elite Dress,Elite,Blue,XS,53.28,Color: Blue | Size: XS | Type: Dress,31.03,86.67,,Blue,XS,Dress,Winter 2025
DESC0049,"Need navy dress that is stretchy for Winter 2025, size XS.",2,SKU1000546,Alpine Dress,Alpine,Blue,XS,53.08,Color: Blue | Size: XS | Type: Dress,30.69,86.67,,Blue,XS,Dress,Winter 2025
DESC0049,"Need navy dress that is stretchy for Winter 2025, size XS.",3,SKU1000519,Style Dress,Style,Blue,XS,52.11,Color: Blue | Size: XS | Type: Dress,29.07,86.67,,Blue,XS,Dress,Winter 2025
DESC0050,"White Heels from Essential, size M",1,SKU1000654,Essential Heels,Essential,White,M,75.16,Brand: Essential | Color: White | Size: M | Type: Heels,58.6,100.0,Essential,White,M,Heels,
DESC0050,"White Heels from Essential, size M",2,SKU1000709,Essential Heels,Essential,Red,M,56.38,Brand: Essential | Size: M | Type: Heels,45.82,72.22,Essential,White,M,Heels,
DESC0050,"White Heels from Essential, size M",3,SKU1000674,Essential Heels,Essential,Gray,M,55.26,Brand: Essential | Size: M | Type: Heels,43.95,72.22,Essential,White,M,Heels,
DESC0051,"Good afternoon, could you help me find the gray blazer from Essential in size XL? Thanks in advance!",1,SKU1000141,Essential Blazer,Essential,Gray,XL,78.95,Brand: Essential | Color: Gray | Size: XL | Type: Blazer,64.91,100.0,Essential,Gray,XL,Blazer,
DESC0051,"Good afternoon, could you help me find the gray blazer from Essential in size XL? Thanks in advance!",2,SKU1000617,Essential Sundress,Essential,Gray,XL,49.34,Brand: Essential | Color: Gray | Size: XL,26.67,83.33,Essential,Gray,XL,Blazer,
DESC0051,"Good afternoon, could you help me find the gray blazer from Essential in size XL? Thanks in advance!",3,SKU1000159,Essential Blazer,Essential,Red,L,47.56,Brand: Essential | Type: Blazer,49.64,44.44,Essential,Gray,XL,Blazer,
DESC0052,Need Classic Sundress Red size XS,1,SKU1000638,Classic Sundress,Classic,Red,XS,84.68,Brand: Classic | Color: Red | Size: XS | Type: Sundress,74.47,100.0,Classic,Red,XS,Sundress,
DESC0052,Need Classic Sundress Red size XS,2,SKU1000599,Classic Sundress,Classic,Brown,L,59.59,Brand: Classic | Type: Sundress,69.68,44.44,Classic,Red,XS,Sundress,
DESC0052,Need Classic Sundress Red size XS,3,SKU1000497,Classic Sundress,Classic,Olive,L,59.49,Brand: Classic | Type: Sundress,69.52,44.44,Classic,Red,XS,Sundress,
DESC0053,"I want Alpine's sage sandals in XL, please.",1,SKU1000687,Alpine Sandals,Alpine,Green,XL,79.21,Brand: Alpine | Size: XL | Type: Sandals,65.35,100.0,Alpine,,XL,Sandals,
DESC0053,"I want Alpine's sage sandals in XL, please.",2,SKU1000757,Alpine Sandals,Alpine,Beige,M,62.48,Brand: Alpine | Type: Sandals,63.12,61.54,Alpine,,XL,Sandals,
DESC0053,"I want Alpine's sage sandals in XL, please.",3,SKU1000752,Alpine Sandals,Alpine,Navy,L,59.89,Brand: Alpine | Type: Sandals,58.78,61.54,Alpine,,XL,Sandals,
DESC0054,"Need brown boots that are stretchy for Spring 2025, size XL.",1,SKU1000700,Modern Boots,Modern,Brown,XL,68.74,Color: Brown | Size: XL | Type: Boots,47.9,100.0,,Brown,XL,Boots,Spring 2025
DESC0054,"Need brown boots that are stretchy for Spring 2025, size XL.",2,SKU1000710,Essential Boots,Essential,Black,XL,53.94,Size: XL | Type: Boots,45.46,66.67,,Brown,XL,Boots,Spring 2025
DESC0054,"Need brown boots that are stretchy for Spring 2025, size XL.",3,SKU1000690,Premium Boots,Premium,Beige,XL,48.53,Size: XL | Type: Boots,36.44,66.67,,Brown,XL,Boots,Spring 2025
DESC0055,Alpine Skirt in Blue size S,1,SKU1000327,Alpine Skirt,Alpine,Blue,S,85.72,Brand: Alpine | Color: Blue | Size: S | Type: Skirt,76.2,100.0,Alpine,Blue,S,Skirt,
DESC0055,Alpine Skirt in Blue size S,2,SKU1000387,Alpine Skirt,Alpine,Cream,L,65.43,Brand: Alpine | Type: Skirt,79.42,44.44,Alpine,Blue,S,Skirt,
DESC0055,Alpine Skirt in Blue size S,3,SKU1000407,Alpine Skirt,Alpine,Tan,L,63.15,Brand: Alpine | Type: Skirt,75.62,44.44,Alpine,Blue,S,Skirt,
DESC0056,"Looking for blak Shirth by Esesntial, size S please.",1,SKU1000773,Urban Loafers,Urban,Olive,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0056,"Looking for blak Shirth by Esesntial, size S please.",2,SKU1000768,Nordic Loafers,Nordic,Cream,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0056,"Looking for blak Shirth by Esesntial, size S please.",3,SKU1000781,Comfort Sneakers,Comfort,Blue,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0057,Do you carry Urban Sneakers for Spring 2025?,1,SKU1000706,Urban Sneakers,Urban,Brown,L,91.97,Brand: Urban | Type: Sneakers,86.62,100.0,Urban,,,Sneakers,Spring 2025
DESC0057,Do you carry Urban Sneakers for Spring 2025?,2,SKU1000731,Urban Sneakers,Urban,Beige,XS,78.32,Brand: Urban | Type: Sneakers,77.21,80.0,Urban,,,Sneakers,Spring 2025
DESC0057,Do you carry Urban Sneakers for Spring 2025?,3,SKU1000726,Urban Sneakers,Urban,Gray,XS,75.99,Brand: Urban | Type: Sneakers,73.32,80.0,Urban,,,Sneakers,Spring 2025
DESC0058,Need Nordic Heels Beige size S,1,SKU1000799,Nordic Heels,Nordic,Beige,S,81.74,Brand: Nordic | Color: Beige | Size: S | Type: Heels,69.57,100.0,Nordic,Beige,S,Heels,
DESC0058,Need Nordic Heels Beige size S,2,SKU1000734,Premium Heels,Premium,Beige,S,60.08,Color: Beige | Size: S | Type: Heels,51.99,72.22,Nordic,Beige,S,Heels,
DESC0058,Need Nordic Heels Beige size S,3,SKU1000754,Nordic Heels,Nordic,Black,XL,46.95,Brand: Nordic | Type: Heels,48.62,44.44,Nordic,Beige,S,Heels,
DESC0059,"Hey team, do you happen to have the burgundy dress from Style in size XXL? Appreciate your help.",1,SKU1000552,Style Dress,Style,Burgundy,XXL,74.47,Brand: Style | Color: Burgundy | Size: XXL | Type: Dress,57.45,100.0,Style,Burgundy,XXL,Dress,
DESC0059,"Hey team, do you happen to have the burgundy dress from Style in size XXL? Appreciate your help.",2,SKU1000531,Style Dress,Style,Blue,XXL,51.34,Brand: Style | Size: XXL | Type: Dress,37.42,72.22,Style,Burgundy,XXL,Dress,
DESC0059,"Hey team, do you happen to have the burgundy dress from Style in size XXL? Appreciate your help.",3,SKU1000534,Style Dress,Style,Red,L,42.19,Brand: Style | Type: Dress,40.69,44.44,Style,Burgundy,XXL,Dress,
DESC0060,Alpine Jeans in Tan size S,1,SKU1000351,Alpine Jeans,Alpine,Tan,S,95.75,Brand: Alpine | Color: Tan | Size: S | Type: Jeans,92.92,100.0,Alpine,Tan,S,Jeans,
DESC0060,Alpine Jeans in Tan size S,2,SKU1000376,Alpine Jeans,Alpine,Black,S,73.2,Brand: Alpine | Size: S | Type: Jeans,73.86,72.22,Alpine,Tan,S,Jeans,
DESC0060,Alpine Jeans in Tan size S,3,SKU1000396,Alpine Jeans,Alpine,Navy,S,71.66,Brand: Alpine | Size: S | Type: Jeans,71.28,72.22,Alpine,Tan,S,Jeans,
DESC0061,"Want sneakers with thermal performance, red in XXL for Winter 2025.",1,SKU1000711,Nordic Sneakers,Nordic,Red,XXL,70.67,Color: Red | Size: XXL | Type: Sneakers,51.12,100.0,,Red,XXL,Sneakers,Winter 2025
DESC0061,"Want sneakers with thermal performance, red in XXL for Winter 2025.",2,SKU1000588,Classic Dress,Classic,Red,XXL,52.58,Color: Red | Size: XXL,34.29,80.0,,Red,XXL,Sneakers,Winter 2025
DESC0061,"Want sneakers with thermal performance, red in XXL for Winter 2025.",3,SKU1000064,Essential Parka,Essential,Red,XXL,51.78,Color: Red | Size: XXL,32.96,80.0,,Red,XXL,Sneakers,Winter 2025
DESC0062,"Good afternoon, do you happen to have the tan t-shirt from Nordic in size L? Appreciate your help.",1,SKU1000169,Nordic T-Shirt,Nordic,Tan,L,64.2,Brand: Nordic | Color: Tan | Size: L,51.44,83.33,Nordic,Tan,L,Shirt,
DESC0062,"Good afternoon, do you happen to have the tan t-shirt from Nordic in size L? Appreciate your help.",2,SKU1000235,Nordic T-Shirt,Nordic,White,L,44.57,Brand: Nordic | Size: L,37.25,55.56,Nordic,Tan,L,Shirt,
DESC0062,"Good afternoon, do you happen to have the tan t-shirt from Nordic in size L? Appreciate your help.",3,SKU1000178,Nordic Shirt,Nordic,Gray,S,43.09,Brand: Nordic | Type: Shirt,42.19,44.44,Nordic,Tan,L,Shirt,
DESC0063,"After Brown option in XS, preferably Sundress.",1,SKU1000566,Style Sundress,Style,Brown,XS,62.6,Color: Brown | Size: XS | Type: Sundress,37.67,100.0,,Brown,XS,Sundress,
DESC0063,"After Brown option in XS, preferably Sundress.",2,SKU1000599,Classic Sundress,Classic,Brown,L,47.83,Color: Brown | Type: Sundress,38.69,61.54,,Brown,XS,Sundress,
DESC0063,"After Brown option in XS, preferably Sundress.",3,SKU1000578,Urban Sundress,Urban,Brown,XL,45.7,Color: Brown | Type: Sundress,35.15,61.54,,Brown,XS,Sundress,
DESC0064,Need Style Parka Gray size S,1,SKU1000010,Style Parka,Style,Gray,S,93.21,Brand: Style | Color: Gray | Size: S | Type: Parka,88.69,100.0,Style,Gray,S,Parka,
DESC0064,Need Style Parka Gray size S,2,SKU1000136,Style Parka,Style,Green,XS,58.92,Brand: Style | Type: Parka,68.57,44.44,Style,Gray,S,Parka,
DESC0064,Need Style Parka Gray size S,3,SKU1000022,Style Parka,Style,Tan,XL,58.33,Brand: Style | Type: Parka,67.58,44.44,Style,Gray,S,Parka,
DESC0065,"Searching for versatile outerwear, preferably S.",1,SKU1000773,Urban Loafers,Urban,Olive,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0065,"Searching for versatile outerwear, preferably S.",2,SKU1000768,Nordic Loafers,Nordic,Cream,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0065,"Searching for versatile outerwear, preferably S.",3,SKU1000781,Comfort Sneakers,Comfort,Blue,S,40.0,Size: S,0.0,100.0,,,S,,
DESC0066,Need Urban Gown Black size XL,1,SKU1000511,Urban Gown,Urban,Black,XL,84.53,Brand: Urban | Color: Black | Size: XL | Type: Gown,74.21,100.0,Urban,Black,XL,Gown,
DESC0066,Need Urban Gown Black size XL,2,SKU1000517,Urban Gown,Urban,Black,L,76.36,Brand: Urban | Color: Black | Type: Gown,79.11,72.22,Urban,Black,XL,Gown,
DESC0066,Need Urban Gown Black size XL,3,SKU1000487,Urban Gown,Urban,Beige,XL,67.0,Brand: Urban | Size: XL | Type: Gown,63.52,72.22,Urban,Black,XL,Gown,
DESC0067,"Want cream option in outerwear, open to suggestions.",1,SKU1000359,Nordic Leggings,Nordic,Cream,S,57.41,Color: Cream,29.02,100.0,,Cream,,,
DESC0067,"Want cream option in outerwear, open to suggestions.",2,SKU1000463,Style Shorts,Style,Cream,L,55.75,Color: Cream,26.25,100.0,,Cream,,,
DESC0067,"Want cream option in outerwear, open to suggestions.",3,SKU1000305,Classic Blouse,Classic,Cream,S,54.97,Color: Cream,24.95,100.0,,Cream,,,
DESC0068,"Do you have the Alpien Turtleneckx in grmy, size L?",1,SKU1000238,Premium Shirt,Premium,Cream,L,40.0,Size: L,0.0,100.0,,,L,,
DESC0068,"Do you have the Alpien Turtleneckx in grmy, size L?",2,SKU1000701,Style Sneakers,Style,Cream,L,40.0,Size: L,0.0,100.0,,,L,,
DESC0068,"Do you have the Alpien Turtleneckx in grmy, size L?",3,SKU1000433,Essential Shorts,Essential,Olive,L,40.0,Size: L,0.0,100.0,,,L,,
DESC0069,Looking for the crimson slip-ons from Urban in XS.,1,SKU1000793,Urban Loafers,Urban,Red,XS,67.51,Brand: Urban | Size: XS,45.85,100.0,Urban,,XS,,
DESC0069,Looking for the crimson slip-ons from Urban in XS.,2,SKU1000263,Urban Blouse,Urban,Olive,XS,63.27,Brand: Urban | Size: XS,38.78,100.0,Urban,,XS,,
DESC0069,Looking for the crimson slip-ons from Urban in XS.,3,SKU1000655,Urban Boots,Urban,Tan,XS,61.91,Brand: Urban | Size: XS,36.51,100.0,Urban,,XS,,
DESC0070,Do you have any outerwear options suitable for Winter 2025?,1,SKU1000359,Nordic Leggings,Nordic,Cream,S,60.36,Text similarity match,33.93,100.0,,,,,Winter 2025
DESC0070,Do you have any outerwear options suitable for Winter 2025?,2,SKU1000661,Essential Sneakers,Essential,Burgundy,L,60.36,Text similarity match,33.93,100.0,,,,,Winter 2025
DESC0070,Do you have any outerwear options suitable for Winter 2025?,3,SKU1000128,Urban Cardigan,Urban,Olive,S,60.0,Text similarity match,33.34,100.0,,,,,Winter 2025
DESC0071,Do you stock Comfort's turtleneck in that cedar brown? I need XL.,1,SKU1000213,Comfort Turtleneck,Comfort,Brown,XL,90.03,Brand: Comfort | Color: Brown | Size: XL | Type: Turtleneck,83.39,100.0,Comfort,Brown,XL,Turtleneck,
DESC0071,Do you stock Comfort's turtleneck in that cedar brown? I need XL.,2,SKU1000261,Comfort Turtleneck,Comfort,Charcoal,XL,74.44,Brand: Comfort | Size: XL | Type: Turtleneck,75.92,72.22,Comfort,Brown,XL,Turtleneck,
DESC0071,Do you stock Comfort's turtleneck in that cedar brown? I need XL.,3,SKU1000207,Comfort Turtleneck,Comfort,Burgundy,L,61.99,Brand: Comfort | Type: Turtleneck,73.68,44.44,Comfort,Brown,XL,Turtleneck,
DESC0072,"Beige Sandals from Classic, size XL",1,SKU1000732,Classic Sandals,Classic,Beige,XL,78.42,Brand: Classic | Color: Beige | Size: XL | Type: Sandals,64.04,100.0,Classic,Beige,XL,Sandals,
DESC0072,"Beige Sandals from Classic, size XL",2,SKU1000328,Classic Shorts,Classic,Beige,XL,56.36,Brand: Classic | Color: Beige | Size: XL,38.38,83.33,Classic,Beige,XL,Sandals,
DESC0072,"Beige Sandals from Classic, size XL",3,SKU1000063,Classic Blazer,Classic,Beige,XL,51.85,Brand: Classic | Color: Beige | Size: XL,30.86,83.33,Classic,Beige,XL,Sandals,
DESC0073,"Looking for high-stretch olive t-shirt in L, ideally cashmere.",1,SKU1000241,Modern T-Shirt,Modern,Olive,L,56.65,Color: Olive | Size: L,43.14,76.92,,Olive,L,Shirt,
DESC0073,"Looking for high-stretch olive t-shirt in L, ideally cashmere.",2,SKU1000238,Premium Shirt,Premium,Cream,L,43.04,Size: L | Type: Shirt,30.71,61.54,,Olive,L,Shirt,
DESC0073,"Looking for high-stretch olive t-shirt in L, ideally cashmere.",3,SKU1000232,Modern Shirt,Modern,Olive,XXL,42.15,Color: Olive | Type: Shirt,29.22,61.54,,Olive,L,Shirt,
DESC0074,Need Modern Jeans Green size XXL,1,SKU1000446,Modern Jeans,Modern,Green,XXL,91.39,Brand: Modern | Color: Green | Size: XXL | Type: Jeans,85.65,100.0,Modern,Green,XXL,Jeans,
DESC0074,Need Modern Jeans Green size XXL,2,SKU1000441,Modern Jeans,Modern,Beige,XXL,70.42,Brand: Modern | Size: XXL | Type: Jeans,69.22,72.22,Modern,Green,XXL,Jeans,
DESC0074,Need Modern Jeans Green size XXL,3,SKU1000406,Modern Jeans,Modern,Red,L,66.19,Brand: Modern | Type: Jeans,80.69,44.44,Modern,Green,XXL,Jeans,
DESC0075,"Hi, I'm checking if you carry the red sneakers from Style in size S? Thanks in advance!",1,SKU1000691,Style Sneakers,Style,Red,S,62.02,Brand: Style | Color: Red | Type: Sneakers,55.22,72.22,Style,Red,M,Sneakers,
DESC0075,"Hi, I'm checking if you carry the red sneakers from Style in size S? Thanks in advance!",2,SKU1000749,Style Heels,Style,Red,M,50.47,Brand: Style | Color: Red | Size: M,28.56,83.33,Style,Red,M,Sneakers,
DESC0075,"Hi, I'm checking if you carry the red sneakers from Style in size S? Thanks in advance!",3,SKU1000701,Style Sneakers,Style,Cream,L,45.47,Brand: Style | Type: Sneakers,46.15,44.44,Style,Red,M,Sneakers,
DESC0076,"I want Classic's dark grey denim pants in L, please.",1,SKU1000380,Classic Pants,Classic,Gray,L,68.86,Brand: Classic | Color: Gray | Size: L | Type: Pants,48.09,100.0,Classic,Gray,L,Pants,
DESC0076,"I want Classic's dark grey denim pants in L, please.",2,SKU1000335,Essential Pants,Essential,Gray,L,48.73,Color: Gray | Size: L | Type: Pants,33.07,72.22,Classic,Gray,L,Pants,
DESC0076,"I want Classic's dark grey denim pants in L, please.",3,SKU1000405,Nordic Pants,Nordic,Gray,XXL,41.17,Color: Gray | Type: Pants,38.98,44.44,Classic,Gray,L,Pants,
DESC0077,Classic Jacket in Burgundy size L,1,SKU1000030,Classic Jacket,Classic,Burgundy,L,86.46,Brand: Classic | Color: Burgundy | Size: L | Type: Jacket,77.44,100.0,Classic,Burgundy,L,Jacket,
DESC0077,Classic Jacket in Burgundy size L,2,SKU1000485,Classic Sundress,Classic,Burgundy,L,49.98,Brand: Classic | Color: Burgundy | Size: L,27.75,83.33,Classic,Burgundy,L,Jacket,
DESC0077,Classic Jacket in Burgundy size L,3,SKU1000210,Classic Sweater,Classic,Burgundy,L,49.44,Brand: Classic | Color: Burgundy | Size: L,26.84,83.33,Classic,Burgundy,L,Jacket,
DESC0078,"Searching for versatile tops, preferably M.",1,SKU1000604,Essential Gown,Essential,Beige,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0078,"Searching for versatile tops, preferably M.",2,SKU1000170,Nordic Polo,Nordic,Charcoal,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0078,"Searching for versatile tops, preferably M.",3,SKU1000175,Elite T-Shirt,Elite,Gray,M,40.0,Size: M,0.0,100.0,,,M,,
DESC0079,"Searching for the Modern pumps finished in khaki, XS size.",1,SKU1000352,Modern Skirt,Modern,Beige,XS,64.83,Brand: Modern | Size: XS,41.39,100.0,Modern,,XS,,
DESC0079,"Searching for the Modern pumps finished in khaki, XS size.",2,SKU1000036,Modern Jacket,Modern,White,XS,61.25,Brand: Modern | Size: XS,35.41,100.0,Modern,,XS,,
DESC0079,"Searching for the Modern pumps finished in khaki, XS size.",3,SKU1000764,Modern Heels,Modern,Beige,XS,61.18,Brand: Modern | Size: XS,35.31,100.0,Modern,,XS,,
DESC0080,Looking for the dark black skirt from Classic in XL.,1,SKU1000332,Classic Skirt,Classic,Black,XL,70.71,Brand: Classic | Color: Black | Size: XL | Type: Skirt,51.19,100.0,Classic,Black,XL,Skirt,
DESC0080,Looking for the dark black skirt from Classic in XL.,2,SKU1000629,Classic Sundress,Classic,Black,XL,53.0,Brand: Classic | Color: Black | Size: XL,32.79,83.33,Classic,Black,XL,Skirt,
DESC0080,Looking for the dark black skirt from Classic in XL.,3,SKU1000382,Urban Skirt,Urban,Black,XL,51.4,Color: Black | Size: XL | Type: Skirt,37.52,72.22,Classic,Black,XL,Skirt,
DESC0081,"After Brown option in XL, preferably Polo.",1,SKU1000212,Modern Polo,Modern,Brown,XL,67.13,Color: Brown | Size: XL | Type: Polo,45.21,100.0,,Brown,XL,Polo,
DESC0081,"After Brown option in XL, preferably Polo.",2,SKU1000230,Style Polo,Style,Brown,XXL,49.49,Color: Brown | Type: Polo,41.46,61.54,,Brown,XL,Polo,
DESC0081,"After Brown option in XL, preferably Polo.",3,SKU1000188,Alpine Polo,Alpine,Tan,XL,44.77,Size: XL | Type: Polo,33.59,61.54,,Brown,XL,Polo,
DESC0082,Do you stock Style's skirt in that off-white? I need S.,1,SKU1000477,Style Skirt,Style,White,S,86.39,Brand: Style | Color: White | Size: S | Type: Skirt,77.32,100.0,Style,White,S,Skirt,
DESC0082,Do you stock Style's skirt in that off-white? I need S.,2,SKU1000452,Style Skirt,Style,White,XXL,80.15,Brand: Style | Color: White | Type: Skirt,85.44,72.22,Style,White,S,Skirt,
DESC0082,Do you stock Style's skirt in that off-white? I need S.,3,SKU1000442,Style Skirt,Style,Green,XXL,58.66,Brand: Style | Type: Skirt,68.14,44.44,Style,White,S,Skirt,
DESC0083,"Need something wool in a tops style, S size.",1,SKU1000168,Style Sweater,Style,Charcoal,S,59.74,Brand: Style | Size: S,32.9,100.0,Style,,S,,
DESC0083,"Need something wool in a tops style, S size.",2,SKU1000477,Style Skirt,Style,White,S,59.64,Brand: Style | Size: S,32.74,100.0,Style,,S,,
DESC0083,"Need something wool in a tops style, S size.",3,SKU1000060,Style Jacket,Style,Tan,S,57.07,Brand: Style | Size: S,28.45,100.0,Style,,S,,
DESC0084,"Good afternoon, could you help me find the red boots from Comfort in size XS? Appreciate your help.",1,SKU1000725,Comfort Boots,Comfort,Red,XS,75.93,Brand: Comfort | Color: Red | Size: XS | Type: Boots,59.89,100.0,Comfort,Red,XS,Boots,
DESC0084,"Good afternoon, could you help me find the red boots from Comfort in size XS? Appreciate your help.",2,SKU1000770,Comfort Boots,Comfort,Red,XS,73.79,Brand: Comfort | Color: Red | Size: XS | Type: Boots,56.32,100.0,Comfort,Red,XS,Boots,
DESC0084,"Good afternoon, could you help me find the red boots from Comfort in size XS? Appreciate your help.",3,SKU1000670,Comfort Boots,Comfort,Red,S,61.05,Brand: Comfort | Color: Red | Type: Boots,53.6,72.22,Comfort,Red,XS,Boots,
DESC0085,Style Jeans in Brown size M,1,SKU1000436,Style Jeans,Style,Brown,M,92.09,Brand: Style | Color: Brown | Size: M | Type: Jeans,86.81,100.0,Style,Brown,M,Jeans,
DESC0085,Style Jeans in Brown size M,2,SKU1000346,Premium Jeans,Premium,Brown,M,53.37,Color: Brown | Size: M | Type: Jeans,40.8,72.22,Style,Brown,M,Jeans,
DESC0085,Style Jeans in Brown size M,3,SKU1000476,Style Jeans,Style,Red,L,51.85,Brand: Style | Type: Jeans,56.78,44.44,Style,Brown,M,Jeans,
DESC0086,"Do you have the Prrmium T-Shirrt in urgundy, size XS?",1,SKU1000793,Urban Loafers,Urban,Red,XS,51.21,Size: XS,18.68,100.0,,,XS,,
DESC0086,"Do you have the Prrmium T-Shirrt in urgundy, size XS?",2,SKU1000138,Premium Jacket,Premium,Blue,XS,50.49,Size: XS,17.48,100.0,,,XS,,
DESC0086,"Do you have the Prrmium T-Shirrt in urgundy, size XS?",3,SKU1000242,Premium Polo,Premium,Olive,XS,50.44,Size: XS,17.4,100.0,,,XS,,
DESC0087,Do you carry Essential Skirt for Fall 2025?,1,SKU1000367,Essential Skirt,Essential,Green,L,82.09,Brand: Essential | Type: Skirt,70.14,100.0,Essential,,,Skirt,Fall 2025
DESC0087,Do you carry Essential Skirt for Fall 2025?,2,SKU1000296,Essential Polo,Essential,Red,XXL,51.28,Brand: Essential,38.79,70.0,Essential,,,Skirt,Fall 2025
DESC0087,Do you carry Essential Skirt for Fall 2025?,3,SKU1000078,Essential Jacket,Essential,Brown,L,47.86,Brand: Essential,33.09,70.0,Essential,,,Skirt,Fall 2025
DESC0088,Need Nordic Cardigan Burgundy size L,1,SKU1000026,Nordic Cardigan,Nordic,Burgundy,L,95.95,Brand: Nordic | Color: Burgundy | Size: L | Type: Cardigan,93.25,100.0,Nordic,Burgundy,L,Cardigan,
DESC0088,Need Nordic Cardigan Burgundy size L,2,SKU1000122,Nordic Cardigan,Nordic,Burgundy,XL,74.42,Brand: Nordic | Color: Burgundy | Type: Cardigan,75.89,72.22,Nordic,Burgundy,L,Cardigan,
DESC0088,Need Nordic Cardigan Burgundy size L,3,SKU1000140,Nordic Cardigan,Nordic,Blue,L,71.59,Brand: Nordic | Size: L | Type: Cardigan,71.17,72.22,Nordic,Burgundy,L,Cardigan,
DESC0089,"Hey team, I'm checking if you carry the gray cardigan from Nordic in size S? Let me know what's possible.",1,SKU1000044,Nordic Cardigan,Nordic,Gray,S,64.87,Brand: Nordic | Color: Gray | Type: Cardigan,59.98,72.22,Nordic,Gray,M,Cardigan,
DESC0089,"Hey team, I'm checking if you carry the gray cardigan from Nordic in size S? Let me know what's possible.",2,SKU1000026,Nordic Cardigan,Nordic,Burgundy,L,48.79,Brand: Nordic | Type: Cardigan,51.69,44.44,Nordic,Gray,M,Cardigan,
DESC0089,"Hey team, I'm checking if you carry the gray cardigan from Nordic in size S? Let me know what's possible.",3,SKU1000140,Nordic Cardigan,Nordic,Blue,L,43.78,Brand: Nordic | Type: Cardigan,43.34,44.44,Nordic,Gray,M,Cardigan,
DESC0090,"Hello, could you help me find the cream shirt from Style in size S? Thanks so much!",1,SKU1000256,Style Shirt,Style,Cream,S,78.83,Brand: Style | Color: Cream | Size: S | Type: Shirt,64.71,100.0,Style,Cream,S,Shirt,
DESC0090,"Hello, could you help me find the cream shirt from Style in size S? Thanks so much!",2,SKU1000298,Style Shirt,Style,Black,S,56.81,Brand: Style | Size: S | Type: Shirt,46.54,72.22,Style,Cream,S,Shirt,
DESC0090,"Hello, could you help me find the cream shirt from Style in size S? Thanks so much!",3,SKU1000469,Style Leggings,Style,Cream,S,46.29,Brand: Style | Color: Cream | Size: S,21.6,83.33,Style,Cream,S,Shirt,
DESC0091,"Hello, I'm hoping to order the cream skirt from Urban in size XXL? Let me know what's possible.",1,SKU1000467,Urban Skirt,Urban,Cream,XXL,71.72,Brand: Urban | Color: Cream | Size: XXL | Type: Skirt,52.87,100.0,Urban,Cream,XXL,Skirt,
DESC0091,"Hello, I'm hoping to order the cream skirt from Urban in size XXL? Let me know what's possible.",2,SKU1000397,Premium Skirt,Premium,Cream,L,44.09,Color: Cream | Type: Skirt,43.86,44.44,Urban,Cream,XXL,Skirt,
DESC0091,"Hello, I'm hoping to order the cream skirt from Urban in size XXL? Let me know what's possible.",3,SKU1000457,Urban Skirt,Urban,Red,XL,41.6,Brand: Urban | Type: Skirt,39.7,44.44,Urban,Cream,XXL,Skirt,
